company_id;person_id;position;telephone;email;lpr;life_position;attitude;values1;img;full_name;is_select;Gender
00002;11;Главный бухгалтер;+7(495)373-69-46;rand.em@rand.ru;нет;Нет;Негативное;польза для компании, самосовершенстование;https://static8.depositphotos.com/1049680/1017/i/600/depositphotos_10177471-stock-photo-young-man-smiling.jpg;Муравьёв Соломон Данилович;0;м
00002;12;Коммерческий директор;+7(495)083-16-15;rand.em@rand.ru;да;Нет;Положительное;польза для компании, самосовершенстование;https://meragor.com/files/styles//220_220_bottom_wm/avatar-vampira-040.jpg;Аксёнов Семен Тихонович;0;м
00003;13;Владелец;+7(495)568-50-30;rand.em@rand.ru;да;Да;Положительное;польза для компании, самосовершенстование;https://meragor.com/files/styles//220_220_bottom_wm/sfztn_girl_avatar_282.jpg;Ямалтдинова Ольга Данильевна;0;ж
00003;14;Генеральный директор;+7(495)187-23-12;rand.em@rand.ru;да;Да;Положительное;польза для компании, самосовершенстование;https://st2.depositphotos.com/1001094/7077/i/600/depositphotos_70778333-stock-photo-elegant-young-handsome-man-in.jpg;Степанов Аристарх Иосифович;0;м
00003;15;Финансовый директор;+7(495)964-80-03;rand.em@rand.ru;да;Да;Настороженное;польза для компании, самосовершенстование;https://meragor.com/files/styles//220_220_bottom_wm/lico-na-avu-083.jpg;Козлов Влас Миронович;1;м
00003;16;Маркетинговый директор;+7(495)972-58-87;rand.em@rand.ru;да;Да;Положительное;польза для компании, самосовершенстование;https://st2.depositphotos.com/1006611/8661/i/600/depositphotos_86618642-stock-photo-young-woman.jpg;Баженова Вероника Платоновна;0;ж
00003;17;Главный бухгалтер;+7(495)568-69-85;rand.em@rand.ru;нет;Нет;Негативное;польза для компании, самосовершенстование;https://meragor.com/files/styles//220_220_bottom_wm/ava-81.jpg;Ефимов Гарри Романович;0;м
00003;18;Коммерческий директор;+7(495)623-04-67;rand.em@rand.ru;да;Нет;Положительное;польза для компании, самосовершенстование;https://meragor.com/files/styles//220_220_bottom_wm/lico-na-avu-006.jpg;Игнатьев Юлий Лаврентьевич;0;м
00004;19;Владелец;+7(495)321-43-45;rand.em@rand.ru;да;Да;Положительное;польза для компании, самосовершенстование;https://meragor.com/files/styles//220_220_bottom_wm/lico-na-avu-032.jpg;Богданов Ираклий Юлианович;0;м
00004;20;Генеральный директор;+7(495)288-07-64;rand.em@rand.ru;да;Да;Положительное;польза для компании, самосовершенстование;https://meragor.com/files/styles//220_220_bottom_wm/5_15.jpg;Большакова Валерия Ипполитовна;0;ж
00004;21;Финансовый директор;+7(495)229-21-53;rand.em@rand.ru;да;Да;Настороженное;польза для компании, самосовершенстование;https://meragor.com/files/styles//220_220_bottom_wm/lico-na-avu-041.jpg;Щербаков Станислав Рудольфович;1;м
00004;22;Маркетинговый директор;+7(495)779-24-65;rand.em@rand.ru;да;Да;Положительное;польза для компании, самосовершенстование;https://st2.depositphotos.com/1037987/10281/i/600/depositphotos_102811420-stock-photo-young-hispanic-woman.jpg;Беломестный Эвелина Родионовна;0;ж
00004;23;Главный бухгалтер;+7(495)961-21-74;rand.em@rand.ru;нет;Нет;Негативное;польза для компании, самосовершенстование;https://meragor.com/files/styles//220_220_bottom_wm/lico-na-avu-086.jpg;Матвеев Тарас Фролович;0;м
00005;24;Коммерческий директор;+7(495)634-49-97;rand.em@rand.ru;да;Нет;Положительное;польза для компании, самосовершенстование;https://st2.depositphotos.com/1001094/8838/i/600/depositphotos_88381730-stock-photo-man-in-stylish-dark-blue.jpg;Волков Артур Оскарович;0;м
00005;25;Владелец;+7(495)274-32-72;rand.em@rand.ru;да;Да;Положительное;польза для компании, самосовершенстование;https://meragor.com/files/styles//220_220_bottom_wm/1_26.jpg;Сорокина Малика Гордеевна;0;ж
00005;26;Генеральный директор;+7(495)512-98-76;rand.em@rand.ru;да;Да;Положительное;польза для компании, самосовершенстование;https://static9.depositphotos.com/1518767/1085/i/600/depositphotos_10850793-stock-photo-beautiful-woman-sitting-in-the.jpg;Янькова Евангелина Макаровна;0;ж
00005;27;Финансовый директор;+7(495)489-66-40;rand.em@rand.ru;да;Да;Положительное;польза для компании, самосовершенстование;https://st2.depositphotos.com/1001094/7076/i/600/depositphotos_70761927-stock-photo-elegant-young-handsome-man-in.jpg;Вишняков Савелий Егорович;1;м
00005;28;Маркетинговый директор;+7(495)858-84-50;rand.em@rand.ru;да;Да;Положительное;польза для компании, самосовершенстование;https://meragor.com/files/styles//220_220_bottom_wm/lico-na-avu-068.jpg;Лобанов Егор Максович;0;м
00005;29;Главный бухгалтер;+7(495)359-53-25;rand.em@rand.ru;нет;Нет;Положительное;польза для компании, самосовершенстование;https://meragor.com/files/styles//220_220_bottom_wm/6_8.jpg;Красоткина Амина Арсеновна;0;ж
00006;30;Коммерческий директор;+7(495)387-15-49;rand.em@rand.ru;да;Нет;Положительное;польза для компании, самосовершенстование;https://meragor.com/files/styles//220_220_bottom_wm/8_3.jpg;Яфракова Лина Арсентьевна;0;ж
00007;31;Владелец;+7(495)501-82-39;rand.em@rand.ru;да;Да;Положительное;польза для компании, самосовершенстование;https://static7.depositphotos.com/1015060/763/i/600/depositphotos_7639424-stock-photo-portrait-smile-man.jpg;Козлов Лука Макарович;0;м
00008;32;Генеральный директор;+7(495)780-48-59;rand.em@rand.ru;да;Да;Положительное;польза для компании, самосовершенстование;https://meragor.com/files/styles//220_220_bottom_wm/lico-na-avu-064.jpg;Ситников Владлен Богданович;0;м
00009;33;Финансовый директор;+7(495)561-84-47;rand.em@rand.ru;да;Да;Настороженное;польза для компании, самосовершенстование;https://meragor.com/files/styles//220_220_bottom_wm/ava-79.jpg;Костин Трофим Олегович;1;м
00010;34;Маркетинговый директор;+7(495)646-22-35;rand.em@rand.ru;да;Да;Положительное;польза для компании, самосовершенстование;https://meragor.com/files/styles//220_220_bottom_wm/lico-na-avu-078.jpg;Фомичёв Мечислав Аркадьевич;0;м
00011;35;Главный бухгалтер;+7(495)476-61-63;rand.em@rand.ru;нет;Нет;Негативное;польза для компании, самосовершенстование;https://meragor.com/files/styles//220_220_bottom_wm/lico-na-avu-058.jpg;Кудрявцев Михаил Львович;0;м
00012;36;Коммерческий директор;+7(495)543-39-36;rand.em@rand.ru;да;Нет;Положительное;польза для компании, самосовершенстование;https://meragor.com/files/styles//220_220_bottom_wm/lico-na-avu-033.jpg;Гаврилов Герман Львович;0;м
00013;37;Владелец;+7(495)983-33-10;rand.em@rand.ru;да;Да;Положительное;польза для компании, самосовершенстование;https://st.depositphotos.com/1000572/1367/i/600/depositphotos_13675742-stock-photo-outdoor-of-woman.jpg;Кочеткова Александра Ильинична;0;м
00014;38;Генеральный директор;+7(495)562-80-77;rand.em@rand.ru;да;Да;Положительное;польза для компании, самосовершенстование;https://st2.depositphotos.com/1001094/11185/i/600/depositphotos_111852394-stock-photo-elegant-young-handsome-man-in.jpg;Фокин Геннадий Евсеевич;0;ж
00015;39;Финансовый директор;+7(495)530-69-44;rand.em@rand.ru;да;Да;Настороженное;польза для компании, самосовершенстование;https://meragor.com/files/styles//220_220_bottom_wm/_3_16.jpg;Ёжова Мариам Яковлевна;1;ж
00016;40;Маркетинговый директор;+7(495)888-81-53;rand.em@rand.ru;да;Да;Положительное;польза для компании, самосовершенстование;https://meragor.com/files/styles//220_220_bottom_wm/kepka-shapka-na-avu-065.jpg;Герасимов Леонард Игнатьевич;0;м
00017;41;Главный бухгалтер;+7(495)373-69-46;rand.em@rand.ru;нет;Нет;Негативное;польза для компании, самосовершенстование;https://meragor.com/files/styles//220_220_bottom_wm/sfztn_girl_avatar_5.jpg;Ященко Полина Карповна;0;ж
00018;42;Коммерческий директор;+7(495)083-16-15;rand.em@rand.ru;да;Нет;Положительное;польза для компании, самосовершенстование;https://meragor.com/files/styles//220_220_bottom_wm/kepka-shapka-na-avu-051.jpg;Беспалов Артем Рудольфович;0;м
00019;43;Владелец;+7(495)568-50-30;rand.em@rand.ru;да;Да;Положительное;польза для компании, самосовершенстование;https://st.depositphotos.com/1001094/2234/i/600/depositphotos_22342629-stock-photo-elegant-young-red-haired-handsome.jpg;Ковалёв Ким Алексеевич;0;м
00020;44;Генеральный директор;+7(495)187-23-12;rand.em@rand.ru;да;Да;Положительное;польза для компании, самосовершенстование;https://st2.depositphotos.com/1000572/43819/i/600/depositphotos_438196162-stock-photo-portrait-of-smiling-adult-girl.jpg;Русанова Мила Антоновна;0;ж
00021;45;Финансовый директор;+7(495)964-80-03;rand.em@rand.ru;да;Да;Настороженное;польза для компании, самосовершенстование;https://st.depositphotos.com/1144472/1272/i/600/depositphotos_12724767-stock-photo-cheerful-man-showing-thumbs-up.jpg;Шаров Панкрат Валерьянович;1;м
00022;46;Маркетинговый директор;+7(495)972-58-87;rand.em@rand.ru;да;Да;Положительное;польза для компании, самосовершенстование;https://static4.depositphotos.com/1011434/507/i/600/depositphotos_5074479-stock-photo-young-man.jpg;Воронов Августин Мэлорович;0;м
00023;47;Главный бухгалтер;+7(495)568-69-85;rand.em@rand.ru;нет;Нет;Негативное;польза для компании, самосовершенстование;https://st.depositphotos.com/1005018/2598/i/600/depositphotos_25986069-stock-photo-portrait-of-happy-young-woman.jpg;Остальцева Марианна Родионовна;0;ж
00024;48;Коммерческий директор;+7(495)623-04-67;rand.em@rand.ru;да;Нет;Положительное;польза для компании, самосовершенстование;https://meragor.com/files/styles//220_220_bottom_wm/lico-na-avu-059.jpg;Быков Альберт Адольфович;0;м
00025;49;Владелец;+7(495)321-43-45;rand.em@rand.ru;да;Да;Положительное;польза для компании, самосовершенстование;https://st2.depositphotos.com/1177973/7080/i/600/depositphotos_70807171-stock-photo-young-man-in-coat-on.jpg;Савин Макар Витальевич;0;м
00026;50;Генеральный директор;+7(495)288-07-64;rand.em@rand.ru;да;Да;Положительное;польза для компании, самосовершенстование;https://st2.depositphotos.com/2208684/5460/i/600/depositphotos_54601891-stock-photo-senior-man-portrait.jpg;Журавлёв Савелий Демьянович;0;м
00027;51;Финансовый директор;+7(495)229-21-53;rand.em@rand.ru;да;Да;Настороженное;польза для компании, самосовершенстование;https://st.depositphotos.com/1049680/2502/i/600/depositphotos_25025791-stock-photo-close-up-of-happy-smiling.jpg;Данилов Ираклий Альбертович;1;м
00028;52;Маркетинговый директор;+7(495)779-24-65;rand.em@rand.ru;да;Да;Положительное;польза для компании, самосовершенстование;https://meragor.com/files/styles//220_220_bottom_wm/lico-na-avu-069.jpg;Овчинников Филипп Викторович;0;м
00029;53;Главный бухгалтер;+7(495)961-21-74;rand.em@rand.ru;нет;Нет;Негативное;польза для компании, самосовершенстование;https://static8.depositphotos.com/1003410/850/i/600/depositphotos_8501485-stock-photo-portrait-of-young-man-close.jpg;Шилов Болеслав Пантелеймонович;0;м
00030;54;Коммерческий директор;+7(495)634-49-97;rand.em@rand.ru;да;Нет;Положительное;польза для компании, самосовершенстование;https://st4.depositphotos.com/8509220/40825/i/600/depositphotos_408252704-stock-photo-smiling-woman-applying-hydrogel-eye.jpg;Щитта Айлин Даниловна;0;ж
00031;55;Владелец;+7(495)274-32-72;rand.em@rand.ru;да;Да;Положительное;польза для компании, самосовершенстование;https://meragor.com/files/styles//220_220_bottom_wm/2_37.jpg;Салтанова Элеонора Всеволодовна;0;ж
00032;56;Генеральный директор;+7(495)512-98-76;rand.em@rand.ru;да;Да;Положительное;польза для компании, самосовершенстование;https://meragor.com/files/styles//220_220_bottom_wm/sfztn_girl_avatar_111.jpg;Копейкина Ярослава Денисовна;0;ж
00033;57;Финансовый директор;+7(495)489-66-40;rand.em@rand.ru;да;Да;Положительное;польза для компании, самосовершенстование;https://meragor.com/files/styles//220_220_bottom_wm/lico-na-avu-074.jpg;Антонов Авраам Арсеньевич;1;м
00034;58;Маркетинговый директор;+7(495)858-84-50;rand.em@rand.ru;да;Да;Положительное;польза для компании, самосовершенстование;https://static5.depositphotos.com/1037987/477/i/600/depositphotos_4777935-stock-photo-head-shot-of-man-smiling.jpg;Дементьев Власий Михайлович;0;м
00035;59;Главный бухгалтер;+7(495)359-53-25;rand.em@rand.ru;нет;Нет;Положительное;польза для компании, самосовершенстование;https://meragor.com/files/styles//220_220_bottom_wm/lico-na-avu-070.jpg;Калашников Евдоким Русланович;0;м
00036;60;Коммерческий директор;+7(495)387-15-49;rand.em@rand.ru;да;Нет;Положительное;польза для компании, самосовершенстование;https://meragor.com/files/styles//220_220_bottom_wm/lico-na-avu-071.jpg;Кузнецов Аввакуум Тимурович;0;м
00037;61;Владелец;+7(495)387-15-50;rand.em@rand.ru;да;Да;Положительное;польза для компании, самосовершенстование;https://img.freepik.com/free-photo/serious-looking-male-handsome-guy-with-blond-hair-wearing-grey-hoodie-people-and-emotion-concept-watching-confident-isolated-over-grey-wall_295783-13901.jpg?size=626&ext=jpg&ga=GA1.1.150361976.1640012611;Горшков Руслан Александрович;0;м
00038;62;Генеральный директор;+7(495)387-15-51;rand.em@rand.ru;да;Да;Положительное;польза для компании, самосовершенстование;https://img.freepik.com/free-photo/no-problem-concept-bearded-man-makes-okay-gesture-has-everything-under-control-all-fine-gesture-wears-spectacles-and-jumper-poses-against-pink-wall-says-i-got-this-guarantees-something_273609-42817.jpg?size=626&ext=jpg&ga=GA1.1.150361976.1640012611;Казаков Эмир Кириллович;0;м
00039;63;Финансовый директор;+7(495)387-15-52;rand.em@rand.ru;да;Да;Настороженное;польза для компании, самосовершенстование;https://img.freepik.com/free-photo/half-length-shot-of-cheerful-senior-man-smiles-happily-with-white-teeth-wears-optical-glasses-and-sweater-isolated-over-brown-wall_273609-44148.jpg?size=626&ext=jpg&ga=GA1.1.150361976.1640012611;Романов Матвей Ильич;1;м
00040;64;Маркетинговый директор;+7(495)387-15-53;rand.em@rand.ru;да;Да;Положительное;польза для компании, самосовершенстование;https://img.freepik.com/free-photo/portrait-of-positive-male-with-brunette-hair-and-bristle-has-piercing-wearing-black-sweater-holding-mobile-phone-copy-space-on-the-right-isolated-over-yellow-wall_295783-14551.jpg?size=626&ext=jpg&ga=GA1.1.150361976.1640012611;Алексеев Марк Алексеевич;0;м
00041;65;Главный бухгалтер;+7(495)387-15-54;rand.em@rand.ru;нет;Нет;Негативное;польза для компании, самосовершенстование;https://img.freepik.com/free-photo/close-up-of-young-successful-man-smiling-at-camera-standing-in-casual-outfit-against-blue-background_1258-66609.jpg?size=626&ext=jpg&ga=GA1.1.150361976.1640012611;Лебедев Михаил Иванович;0;м
00042;66;Коммерческий директор;+7(495)387-15-55;rand.em@rand.ru;да;Нет;Положительное;польза для компании, самосовершенстование;https://img.freepik.com/free-photo/young-handsome-man-on-profile-view-thinking-imagining-or-daydreaming-business-concept_1194-266448.jpg?size=626&ext=jpg&ga=GA1.1.150361976.1640012611;Сорокин Даниил Михайлович;0;м
00043;67;Владелец;+7(495)387-15-56;rand.em@rand.ru;да;Да;Положительное;польза для компании, самосовершенстование;https://img.freepik.com/free-photo/young-stylish-smiling-man-in-co-working-office-startup-freelancer-holding-using-tablet_285396-9048.jpg?size=626&ext=jpg&ga=GA1.1.150361976.1640012611;Исаков Владислав Тимофеевич;0;м
00044;68;Генеральный директор;+7(495)387-15-57;rand.em@rand.ru;да;Да;Положительное;польза для компании, самосовершенстование;https://img.freepik.com/free-photo/portrait-of-bearded-man-with-glasses-standing-over-white-wall_114579-47369.jpg?size=626&ext=jpg&ga=GA1.1.150361976.1640012611;Давыдов Борис Маркович;0;м
00045;69;Финансовый директор;+7(495)387-15-58;rand.em@rand.ru;да;Да;Настороженное;польза для компании, самосовершенстование;https://img.freepik.com/free-photo/portrait-of-young-asian-man-isolated-on-white-background_264197-20057.jpg?size=626&ext=jpg&ga=GA1.1.150361976.1640012611;Рудаков Яков Артёмович;1;м
00046;70;Маркетинговый директор;+7(495)387-15-59;rand.em@rand.ru;да;Да;Положительное;польза для компании, самосовершенстование;https://img.freepik.com/free-photo/curious-cheerful-unshaven-man-keeps-hand-near-ear-tries-to-overhear-private-conversation-listens-gossips_273609-45698.jpg?size=626&ext=jpg&ga=GA1.1.150361976.1640012611;Шмелев Захар Эмильевич;0;м
00047;71;Главный бухгалтер;+7(495)387-15-60;rand.em@rand.ru;нет;Нет;Негативное;польза для компании, самосовершенстование;https://img.freepik.com/free-photo/teen-woman-in-checkered-shirt-and-beanie-pretending-to-show-something-looking-indecisive_176474-97136.jpg?size=626&ext=jpg&ga=GA1.1.150361976.1640012611;Шубин Даниэль Львович;0;м
00048;72;Коммерческий директор;+7(495)387-15-61;rand.em@rand.ru;да;Нет;Положительное;польза для компании, самосовершенстование;https://img.freepik.com/free-photo/professional-athlete-trains-with-a-fire-dumbbell-in-the-gym-bicep-pumping-bodybuilding-and-fitness-concept_392761-1672.jpg?size=626&ext=jpg&ga=GA1.1.150361976.1640012611;Петров Артём Тимурович;0;м
00049;73;Владелец;+7(495)387-15-62;rand.em@rand.ru;да;Да;Положительное;польза для компании, самосовершенстование;https://img.freepik.com/free-photo/close-up-portrait-of-professional-successful-young-african-american-man-in-red-hoodie-cross-arms-chest_176420-33867.jpg?size=626&ext=jpg&ga=GA1.1.150361976.1640012611;Добрынин Никита Арсентьевич;0;м
00050;74;Генеральный директор;+7(495)387-15-63;rand.em@rand.ru;да;Да;Положительное;польза для компании, самосовершенстование;https://img.freepik.com/free-photo/portrait-of-happy-aged-woman-and-man-stand-closely-to-each-other_273609-46000.jpg?size=626&ext=jpg&ga=GA1.1.150361976.1640012611;Климов Павел Тимурович;0;м
00051;75;Финансовый директор;+7(495)387-15-64;rand.em@rand.ru;да;Да;Настороженное;польза для компании, самосовершенстование;https://img.freepik.com/free-photo/confident-man-in-a-shirt-looks-at-the-camera-and-instructs-a-potential-employee-the-concept-of-mentoring-progressive-leader-competent-boss-advanced-company-mixed-media_392761-3745.jpg?size=626&ext=jpg&ga=GA1.1.150361976.1640012611;Данилов Александр Степанович;1;м
00052;76;Маркетинговый директор;+7(495)387-15-65;rand.em@rand.ru;да;Да;Положительное;польза для компании, самосовершенстование;https://img.freepik.com/free-photo/brunette-man-in-t-shirt-posing-while-looking-at-camera-and-looking-pleased-front-view_176474-64660.jpg?size=626&ext=jpg&ga=GA1.1.150361976.1640012611;Тихомиров Марк Андреевич;0;м
00053;77;Главный бухгалтер;+7(495)387-15-66;rand.em@rand.ru;нет;Нет;Негативное;польза для компании, самосовершенстование;https://img.freepik.com/free-photo/close-up-sassy-and-confident-man_176420-33515.jpg?size=626&ext=jpg&ga=GA1.1.150361976.1640012611;Орлов Илья Давидович;0;м
00054;78;Коммерческий директор;+7(495)387-15-67;rand.em@rand.ru;да;Нет;Положительное;польза для компании, самосовершенстование;https://img.freepik.com/free-photo/indoor-shot-of-young-bearded-man-with-big-red-beard-looking-at-front-with-serious-concentrated-facial-expression_295783-15494.jpg?size=626&ext=jpg&ga=GA1.1.150361976.1640012611;Власов Александр Тимофеевич;0;м
00055;79;Владелец;+7(495)387-15-68;rand.em@rand.ru;да;Да;Положительное;польза для компании, самосовершенстование;https://img.freepik.com/free-photo/teenage-girl-in-sweater-jeans-keeping-hand-on-mouth-while-laughing-and-looking-happy-front-view_176474-109421.jpg?size=626&ext=jpg&ga=GA1.1.150361976.1640012611;Федоров Лев Даниилович;0;м
00056;80;Генеральный директор;+7(495)387-15-69;rand.em@rand.ru;да;Да;Положительное;польза для компании, самосовершенстование;https://img.freepik.com/free-photo/young-lady-showing-winner-gesture-in-shirt-jacket-and-looking-happy-front-view_176474-103744.jpg?size=626&ext=jpg&ga=GA1.1.150361976.1640012611;Вавилов Михаил Дмитриевич;0;м
00057;81;Финансовый директор;+7(495)387-15-70;rand.em@rand.ru;да;Да;Настороженное;польза для компании, самосовершенстование;https://img.freepik.com/free-photo/eureka-handsome-little-boy-in-glasses-is-surprised-inspired-i-have-an-idea-raise-your-index-finger-u_184353-1800.jpg?size=626&ext=jpg&ga=GA1.1.150361976.1640012611;Фадеев Павел Михайлович;1;м
00058;82;Маркетинговый директор;+7(495)387-15-71;rand.em@rand.ru;да;Да;Положительное;польза для компании, самосовершенстование;https://img.freepik.com/free-photo/front-view-young-male-with-beautiful-pink-roses-on-pink-wall_140725-151752.jpg?size=626&ext=jpg&ga=GA1.1.150361976.1640012611;Миронов Егор Кириллович;0;м
00059;83;Главный бухгалтер;+7(495)387-15-72;rand.em@rand.ru;нет;Нет;Негативное;польза для компании, самосовершенстование;https://img.freepik.com/free-photo/bearded-business-man-manager-professional-happy-boss_163305-110812.jpg?size=626&ext=jpg&ga=GA1.1.150361976.1640012611;Комаров Станислав Вячеславович;0;м
00060;84;Коммерческий директор;+7(495)387-15-73;rand.em@rand.ru;да;Нет;Положительное;польза для компании, самосовершенстование;https://img.freepik.com/free-photo/professional-athlete-trains-with-a-dumbbell-in-the-gym-bicep-pumping-bodybuilding-and-fitness-concept_392761-1675.jpg?size=626&ext=jpg&ga=GA1.1.150361976.1640012611;Мартынов Лев Давидович;0;м
00061;85;Владелец;+7(495)387-15-74;rand.em@rand.ru;да;Да;Положительное;польза для компании, самосовершенстование;https://img.freepik.com/free-photo/portrait-young-man-standing-portrait-at-studio_183314-5271.jpg?size=626&ext=jpg&ga=GA1.1.150361976.1640012611;Калинин Вячеслав Александрович;0;м
00062;86;Генеральный директор;+7(495)387-15-75;rand.em@rand.ru;да;Да;Положительное;польза для компании, самосовершенстование;https://img.freepik.com/free-photo/stylish-handsome-indian-man-in-tshirt-on-pastel-wall_496169-1571.jpg?size=626&ext=jpg&ga=GA1.1.150361976.1640012611;Глухов Павел Андреевич;0;м
00063;87;Финансовый директор;+7(495)387-15-76;rand.em@rand.ru;да;Да;Положительное;польза для компании, самосовершенстование;https://img.freepik.com/free-photo/shocked-handsome-stunned-bearded-elderly-man-has-grey-hair-opens-mouth-widely-keeps-hand-on-spectacles-cannot-believe-in-shocking-news-wears-formal-shirt-poses-against-brown-studio-wall_273609-44204.jpg?size=626&ext=jpg&ga=GA1.1.150361976.1640012611;Королев Всеволод Даниэльевич;1;м
00064;88;Маркетинговый директор;+7(495)387-15-77;rand.em@rand.ru;да;Да;Положительное;польза для компании, самосовершенстование;https://img.freepik.com/free-photo/portrait-of-pretty-young-curly-boy-in-red-wear-on-yellow-studio-wall_155003-41478.jpg?size=626&ext=jpg&ga=GA1.1.150361976.1640012611;Гусев Артём Никитич;0;м
00065;89;Главный бухгалтер;+7(495)387-15-78;rand.em@rand.ru;нет;Нет;Положительное;польза для компании, самосовершенстование;https://img.freepik.com/free-photo/concept-of-winter-holidays-christmas-and-lifestyle-portrait-of-attractive-man-in-white-sweater-point_1258-63183.jpg?size=626&ext=jpg&ga=GA1.1.150361976.1640012611;Зайцев Фёдор Данилович;0;м
00066;90;Коммерческий директор;+7(495)387-15-79;rand.em@rand.ru;да;Нет;Положительное;польза для компании, самосовершенстование;https://img.freepik.com/free-photo/paralysed-disabled-invalid-handicapped-work-colleague-looking-at-front-tired-upset-caused-his-disabilities-working-in-economic-business-office_482257-2084.jpg?size=626&ext=jpg&ga=GA1.1.150361976.1640012611;Тимофеев Пётр Алексеевич;0;м
00067;91;Владелец;+7(495)387-15-80;rand.em@rand.ru;да;Да;Положительное;польза для компании, самосовершенстование;https://img.freepik.com/free-photo/portrait-of-beautiful-young-woman-standing-on-grey-wall_231208-10760.jpg?size=626&ext=jpg&ga=GA1.1.150361976.1640012611;Демидова Мария Даниэльевна;0;ж
00068;92;Генеральный директор;+7(495)387-15-81;rand.em@rand.ru;да;Да;Положительное;польза для компании, самосовершенстование;https://img.freepik.com/free-photo/portrait-of-charming-middle-aged-attractive-woman-with-blonde-hair_273609-48348.jpg?size=626&ext=jpg&ga=GA1.1.150361976.1640012611;Горелова Анна Максимовна;0;ж
00069;93;Финансовый директор;+7(495)387-15-82;rand.em@rand.ru;да;Да;Настороженное;польза для компании, самосовершенстование;https://img.freepik.com/free-photo/beauty-portrait-of-young-confident-woman-with-natural-light-facial-skin-smile-tenderly-standing-in-striped-blouse-against-white-wall_176420-34457.jpg?size=626&ext=jpg&ga=GA1.1.150361976.1640012611;Сотникова Дарья Альбертовна;1;ж
00070;94;Маркетинговый директор;+7(495)387-15-83;rand.em@rand.ru;да;Да;Положительное;польза для компании, самосовершенстование;https://img.freepik.com/free-photo/young-pretty-young-woman-thinks-of-ideas-concentrated-above-stands-thoughtful-and-keeps-hand-on-face-stands-in-thoughtful-pose-wears-round-glasses-yellow-sweater_273609-45345.jpg?size=626&ext=jpg&ga=GA1.1.150361976.1640012611;Черкасова Мария Олеговна;0;ж
00071;95;Главный бухгалтер;+7(495)387-15-84;rand.em@rand.ru;нет;Нет;Негативное;польза для компании, самосовершенстование;https://img.freepik.com/free-photo/charming-woman-with-curly-hairstyle-and-make-up-in-studio_7502-8928.jpg?size=626&ext=jpg&ga=GA1.1.150361976.1640012611;Кузьмина Виктория Максимовна;0;ж
00072;96;Коммерческий директор;+7(495)387-15-85;rand.em@rand.ru;да;Нет;Положительное;польза для компании, самосовершенстование;https://img.freepik.com/free-photo/beauty-face-beautiful-young-woman-looking-aside-and-touching-natural-healthy-skin-without-make-up-girl-with-naked-shoulders-and-glowing-hydrated-face-skincare-concept_176420-34253.jpg?size=626&ext=jpg&ga=GA1.1.150361976.1640012611;Виноградова Вероника Эмильевна;0;ж
